ozone,longitude,latitude
49.636478999999994,-117.5897,34.42499999999994
20.97677,-122.0247,37.93910000000002
23.807458999999998,-120.99419999999999,37.64189999999999
33.463779,-119.8828,36.84170000000002
31.282912000000003,-118.7011,34.27409999999999
25.231029,-121.51910000000001,38.76580000000005
33.573978999999994,-117.8499,34.144399999999976
27.738120000000002,-118.5338,34.38799999999988
18.536725,-121.50960000000002,38.58979999999996
35.131515,-116.2158,33.70830000000001
32.731910000000006,-118.68360000000001,34.2761
42.319876,-115.39,33.1777
25.672967,-122.2077,39.52299999999999
25.957328,-121.96880000000002,38.885
37.365783,-121.10550000000002,38.93940000000004
26.301647000000003,-121.1152,36.2269
21.294359999999998,-117.75,34.06659999999999
19.622265,-118.22670000000001,34.066399999999966
25.416672000000002,-122.9219,39.033000000000044
41.160078000000006,-118.9664,37.645800000000094
33.808182,-119.95880000000001,36.0064
45.250192,-119.4027,35.051299999999934
32.609730000000006,-117.02439999999999,34.89380000000003
24.218358,-121.805,36.572999999999944
43.047047,-118.7758,35.20859999999996
33.494009999999996,-117.3309,33.67630000000005
29.97985,-120.40179999999998,34.92450000000006
48.598099999999995,-118.9566,36.73659999999997
38.152668,-119.8415,37.89330000000001
35.395652,-116.86690000000002,33.04190000000007
30.535869,-120.65489999999998,35.61470000000002
26.112544,-121.2647,38.74609999999991
37.451251,-119.7911,34.541600000000024
23.880485999999998,-121.61909999999999,39.13879999999998
36.400356,-117.32970000000002,34.504100000000015
26.020456,-120.6681,35.49170000000009
34.484646,-120.3786,37.98190000000006
19.585051,-121.8422,37.391300000000015
39.940097,-121.5764,40.53720000000004
25.067576000000003,-121.42080000000001,38.3025
28.208122,-119.2725,35.50360000000001
22.309863999999997,-122,37.059999999999974
33.172888,-121.1717,36.49909999999997
30.259180999999998,-118.87,34.209899999999976
20.602021,-121.8122,38.683
40.265969999999996,-117.36860000000001,35.77419999999999
28.918672,-119.14310000000002,34.25220000000002
36.458529000000006,-120.4258,34.72330000000005
28.917521,-120.7644,38.34269999999999
34.365882,-118.49580000000002,34.42659999999998
26.642989,-120.8364,37.48830000000002
27.47815,-120.53360000000002,35.02080000000001
